seriesCode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
gci45_Dindustry,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000,577454000
gci45_Dassociation,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000,148105000
gci46_Icapacitydev,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000,2058323000
gci46_Iindustry,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000,477721000
gci46_Irnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gci51_Bcountry,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000,602996000
gci51_Bregintl,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000,1404265000
gci52_Minfosharing,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000,803425000
gci52_Mcapacitydev,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000,114146000
gci53_Mlat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gci54_PPPdomestic,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000,307981000
gci54_PPPforeign,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000,194864000
gci55_Coordination,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000,1897582000
